template_id,agent_id,user_id,template_name,content,applicable_agent,updated_at
T-1095,A-1095,U-1095,AI Response Log,Create a polite reply to the user's message.,Recommendation Agent,05-05-2023 15:06
T-1096,A-1096,U-1096,Neural Grid,Identify what action the user wants the agent to take.,Compliance Check Agent,17-11-2022 10:34
T-1097,A-1097,U-1097,Machine Insight,Generate a title based on the given content.,Problem Solving Agent,13-01-2015 16:42
T-1098,A-1098,U-1098,Cognitive Map,Create a detailed explanation of the user's query.,Professional Rewrite Agent,29-11-2019 17:53
T-1099,A-1099,U-1099,Neural Engine,Rewrite the text in a creative writing style.,Translation Agent,21-07-2019 15:31
T-1100,A-1100,U-1100,AI Knowledge Sheet,Create a clean JSON structure from user data.,Action Identification Agent,14-05-2017 11:53
T-1101,A-1101,U-1101,AI Agent,Convert the content into a numbered list.,Task Planning Agent,15-04-2019 16:52
T-1102,A-1102,U-1102,Agent Insight,Analyze the given data and identify key insights.,Insight Generation Agent,30-09-2025 04:15
T-1103,A-1103,U-1103,Agent Insight,Extract important keywords from the message.,Sentiment Detection Agent,23-01-2021 02:20
T-1104,A-1104,U-1104,Cognitive Map,Generate action steps based on the user's goal.,Detailed Report Agent,24-03-2023 21:50
T-1105,A-1105,U-1105,Prompt Flow,Identify risks or issues in the task description.,Recommendation Agent,25-08-2018 22:51
T-1106,A-1106,U-1106,MindFlow Sheet,Analyze the given data and identify key insights.,Compliance Check Agent,12-11-2021 15:32
T-1107,A-1107,U-1107,AI Decision Sheet,"Convert long text into short, crisp lines.",Document Summary Agent,01-12-2015 18:50
T-1108,A-1108,U-1108,AI Data Hub,Generate possible solutions to the user’s problem.,Keyword Extraction Agent,31-08-2014 05:45
T-1109,A-1109,U-1109,DataFlow Sheet,Create a detailed explanation of the user's query.,User Intent Agent,27-06-2015 02:38
T-1110,A-1110,U-1110,AI Signal Board,Explain the given topic in beginner-friendly terms.,Knowledge Base Update Agent,26-12-2017 03:11
T-1111,A-1111,U-1111,Neural Grid,Rewrite text to be concise and clear.,Numbered List Agent,26-09-2019 03:18
T-1112,A-1112,U-1112,MindFlow Sheet,Translate the content into easy English.,Compliance Check Agent,08-01-2025 04:45
T-1113,A-1113,U-1113,AI Command Log,Identify key tasks from the user's request.,Duplicate Detection Agent,24-09-2019 02:49
T-1114,A-1114,U-1114,Model Insight Sheet,Rewrite text to be concise and clear.,Concise Rewrite Agent,25-03-2018 13:55
T-1115,A-1115,U-1115,AI Data Hub,Convert messy input into clean formatted text.,Topic Classification Agent,25-05-2019 00:35
T-1116,A-1116,U-1116,Cognitive System,Suggest improvements to the provided text.,Data Formatting Agent,04-10-2018 23:23
T-1117,A-1117,U-1117,AI Thinking Grid,Identify the sentiment of the user message.,Problem Solving Agent,04-07-2019 12:37
T-1118,A-1118,U-1118,AI Signal Board,Create a step-by-step plan for this task.,Recommendation Agent,07-08-2019 15:49
T-1119,A-1119,U-1119,Cognitive Template,Identify contradictions in the text.,Data Analysis Agent,29-08-2014 07:58
T-1120,A-1120,U-1120,Cognitive Board,Generate helpful suggestions for improvement.,Follow-Up Question Agent,21-01-2019 22:01
T-1121,A-1121,U-1121,Prompt Engine,Generate helpful suggestions for improvement.,Intent Classification Agent,31-07-2016 01:39
T-1122,A-1122,U-1122,Smart Engine,Extract important keywords from the message.,Concise Rewrite Agent,05-02-2018 03:14
T-1123,A-1123,U-1123,AI Workflow,Convert the notes into a structured list.,Text Simplification Agent,16-06-2021 15:13
T-1124,A-1124,U-1124,AI Response Log,Generate action steps based on the user's goal.,Translation Agent,08-06-2018 21:13
T-1125,A-1125,U-1125,Prompt System,Generate a friendly customer support reply.,Summary Comparison Agent,07-11-2024 08:16
T-1126,A-1126,U-1126,Logic Matrix,Identify what action the user wants the agent to take.,Tone Adjustment Agent,30-08-2024 12:10
T-1127,A-1127,U-1127,AI Knowledge Sheet,Generate helpful suggestions for improvement.,Insight Generation Agent,23-06-2021 12:17
T-1128,A-1128,U-1128,AI Thinking Grid,Detect errors in the given text and fix them.,User Friendly Rewrite Agent,15-06-2020 22:48
T-1129,A-1129,U-1129,AI Knowledge Sheet,Rewrite text to be concise and clear.,Problem Solving Agent,18-05-2014 04:26
T-1130,A-1130,U-1130,DeepAgent Sheet,Generate action steps based on the user's goal.,User Friendly Rewrite Agent,01-04-2019 16:04
T-1131,A-1131,U-1131,Neural Path,Identify the sentiment of the user message.,Answer Explanation Agent,20-11-2021 19:12
T-1132,A-1132,U-1132,AI Knowledge Sheet,Create a clean JSON structure from user data.,Keyword Extraction Agent,31-05-2016 07:44
T-1133,A-1133,U-1133,AI Signal Board,Detect errors in the given text and fix them.,Compliance Check Agent,26-11-2018 13:23
T-1134,A-1134,U-1134,Smart Model,Generate a friendly customer support reply.,Intent Classification Agent,31-07-2018 06:37
T-1135,A-1135,U-1135,Smart Agent Sheet,Generate helpful suggestions for improvement.,Text Cleaning Agent,24-07-2016 12:26
T-1136,A-1136,U-1136,Agent Log,Create a clean JSON structure from user data.,Bullet Point Conversion Agent,16-11-2018 22:54
T-1137,A-1137,U-1137,AI Decision Sheet,Identify risks or issues in the task description.,Instruction Detection Agent,08-02-2020 13:22
T-1138,A-1138,U-1138,Smart Model,Generate action steps based on the user's goal.,Numbered List Agent,27-03-2025 15:35
T-1139,A-1139,U-1139,Model Matrix,Generate helpful suggestions for improvement.,Content Structuring Agent,08-11-2021 02:29
T-1140,A-1140,U-1140,AI Decision Sheet,Convert the notes into a structured list.,Data Analysis Agent,21-10-2017 09:34
T-1141,A-1141,U-1141,Insight Sheet,Identify missing information in the conversation.,Topic Classification Agent,25-01-2019 12:13
T-1142,A-1142,U-1142,AI Behavior Log,Extract important keywords from the message.,Bullet Point Conversion Agent,18-07-2015 04:22
T-1143,A-1143,U-1143,Cognitive System,Detect incomplete sentences and fix them.,Knowledge Base Update Agent,04-07-2022 14:58
T-1144,A-1144,U-1144,Prompt Flow,Analyze the given data and identify key insights.,Information Extraction Agent,18-06-2021 13:01
T-1145,A-1145,U-1145,DataFlow Sheet,Explain the meaning of the message in detail.,Short Answer Agent,29-06-2023 02:21
T-1146,A-1146,U-1146,Cognitive Map,Rewrite the text in a more professional tone.,Instruction Detection Agent,19-01-2017 07:52
T-1147,A-1147,U-1147,AI Data Hub,Detect incomplete sentences and fix them.,Text Simplification Agent,11-06-2022 06:24
T-1148,A-1148,U-1148,Intelligence Sheet,Create a clean JSON structure from user data.,Query Explanation Agent,06-07-2020 06:53
T-1149,A-1149,U-1149,AI Signal Board,Rewrite text to be concise and clear.,Answer Explanation Agent,07-10-2020 17:52
T-1150,A-1150,U-1150,MindFlow Sheet,Translate the content into easy English.,Data Mapping Agent,05-08-2023 13:52
T-1151,A-1151,U-1151,Prompt Grid,Identify risks or issues in the task description.,Data Formatting Agent,07-07-2023 03:57
T-1152,A-1152,U-1152,AI Data Hub,Summarize the given document in simple language.,Document Summary Agent,20-07-2017 03:05
T-1153,A-1153,U-1153,Logic Flow,Create a concise summary of the conversation.,Duplicate Detection Agent,04-06-2017 10:32
T-1154,A-1154,U-1154,AI Workflow,Identify if the user is asking a question or giving info.,Concise Rewrite Agent,17-08-2022 19:21
T-1155,A-1155,U-1155,Neural Grid,Rewrite the content to sound more confident.,Report Generation Agent,09-10-2019 20:11
T-1156,A-1156,U-1156,Cognitive Template,Detect incomplete sentences and fix them.,Concise Rewrite Agent,08-01-2022 03:40
T-1157,A-1157,U-1157,Prompt Grid,Rewrite the content to sound more confident.,Report Generation Agent,01-07-2025 11:47
T-1158,A-1158,U-1158,NeuralSense Template,Rewrite the text in a creative writing style.,Document Summary Agent,28-12-2017 08:08
T-1159,A-1159,U-1159,Prompt Matrix,Generate a friendly customer support reply.,Data Mapping Agent,08-03-2018 11:29
T-1160,A-1160,U-1160,Insight Sheet,Generate possible solutions to the user’s problem.,Action Identification Agent,22-07-2024 11:50
T-1161,A-1161,U-1161,AI Knowledge Sheet,Rewrite the text in a more professional tone.,Challenge Detection Agent,07-02-2023 20:12
T-1162,A-1162,U-1162,SmartLogic Sheet,Identify risks or issues in the task description.,Topic Classification Agent,24-05-2014 19:28
T-1163,A-1163,U-1163,AI Signal Board,Detect if the text contains instructions.,Problem Solving Agent,07-04-2016 23:42
T-1164,A-1164,U-1164,AI Behavior Log,Identify risks or issues in the task description.,Customer Support Agent,20-10-2019 23:28
T-1165,A-1165,U-1165,Prompt Matrix,Create a clean JSON structure from user data.,Information Extraction Agent,25-08-2014 22:03
T-1166,A-1166,U-1166,Data Map,"Convert long text into short, crisp lines.",Content Structuring Agent,21-11-2021 22:32
T-1167,A-1167,U-1167,Logic Flow,Generate a title based on the given content.,Keyword Extraction Agent,26-01-2019 07:25
T-1168,A-1168,U-1168,DeepAgent Sheet,Suggest improvements to the provided text.,Problem Solving Agent,20-12-2017 04:51
T-1169,A-1169,U-1169,Data Engine,Generate a friendly customer support reply.,Report Generation Agent,25-10-2016 01:22
T-1170,A-1170,U-1170,Cognitive Board,Identify contradictions in the text.,Report Generation Agent,20-11-2019 21:17
T-1171,A-1171,U-1171,AI Knowledge Sheet,Rewrite text to be concise and clear.,Content Rewrite Agent,08-10-2015 08:09
T-1172,A-1172,U-1172,Prompt Engine,Create a concise summary of the conversation.,Numbered List Agent,23-11-2022 21:55
T-1173,A-1173,U-1173,Deep Logic,Identify contradictions in the text.,Customer Support Agent,30-01-2022 17:24
T-1174,A-1174,U-1174,Insight Sheet,Create a polite reply to the user's message.,Translation Agent,25-09-2023 00:43
T-1175,A-1175,U-1175,DeepAgent Sheet,Create a detailed explanation of the user's query.,Compliance Check Agent,30-04-2023 01:57
T-1176,A-1176,U-1176,AI Agent,Classify the message urgency level.,Insight Generation Agent,13-12-2014 15:41
T-1177,A-1177,U-1177,Smart Model,Generate recommendations based on user behavior.,Task Planning Agent,22-08-2018 04:32
T-1178,A-1178,U-1178,AI Thinking Grid,Classify the message urgency level.,Short Answer Agent,16-11-2014 16:01
T-1179,A-1179,U-1179,Agent Insight,Convert the notes into a structured list.,Query Explanation Agent,28-03-2019 03:03
T-1180,A-1180,U-1180,AI Response Log,Rewrite the content to sound more confident.,Urgency Classification Agent,27-06-2019 14:38
T-1181,A-1181,U-1181,Deep Logic,Generate a motivational message for the user.,Urgency Classification Agent,03-04-2017 01:48
T-1182,A-1182,U-1182,Prompt Engine,Create a concise summary of the conversation.,Policy Checking Agent,21-05-2018 22:17
T-1183,A-1183,U-1183,Prompt Engine,Classify the user's message into categories.,Email Reply Agent,09-03-2018 20:24
T-1184,A-1184,U-1184,AI Signal Board,Identify key tasks from the user's request.,Summary Comparison Agent,07-03-2022 01:01
T-1185,A-1185,U-1185,Data Map,Detect errors in the given text and fix them.,Follow-Up Question Agent,10-12-2014 11:06
T-1186,A-1186,U-1186,Insight Template,Explain the meaning of the message in detail.,Insight Generation Agent,30-08-2015 04:17
T-1187,A-1187,U-1187,Logic Flow,Generate a full explanation for the answer.,Action Identification Agent,07-03-2021 14:54
T-1188,A-1188,U-1188,Insight Sheet,Analyze the given data and identify key insights.,Risk Analysis Agent,11-11-2018 23:47
T-1189,A-1189,U-1189,AI Data Hub,Create a concise summary of the conversation.,Content Structuring Agent,29-07-2023 17:58
T-1190,A-1190,U-1190,Prompt Matrix,Convert messy input into clean formatted text.,Suggestion Agent,16-05-2017 05:31
T-1191,A-1191,U-1191,Cognitive Board,Create a concise summary of the conversation.,Creative Rewrite Agent,09-04-2025 17:54
T-1192,A-1192,U-1192,DataFlow Sheet,Generate alternative phrasing for the text.,Problem Solving Agent,27-06-2025 10:03
T-1193,A-1193,U-1193,Prompt Grid,Convert informal text into formal writing.,Compliance Check Agent,05-08-2025 20:13
T-1194,A-1194,U-1194,Neural Engine,Explain the given topic in beginner-friendly terms.,Translation Agent,01-11-2019 10:22
T-1195,A-1195,U-1195,AI Data Hub,Generate action steps based on the user's goal.,Challenge Detection Agent,02-06-2021 16:43
T-1196,A-1196,U-1196,Deep Logic,Identify missing information in the conversation.,Query Explanation Agent,16-05-2019 13:32
T-1197,A-1197,U-1197,Smart Sheet,Convert the content into a numbered list.,User Friendly Rewrite Agent,10-04-2023 09:10
T-1198,A-1198,U-1198,Insight Sheet,Extract important keywords from the message.,Text Simplification Agent,13-12-2014 22:30
T-1199,A-1199,U-1199,Agent Insight,Identify contradictions in the text.,JSON Conversion Agent,08-01-2014 18:09
T-1200,A-1200,U-1200,AI Agent,Generate a detailed summary report.,Numbered List Agent,29-10-2024 23:42
T-1201,A-1201,U-1201,AI Command Log,Generate possible solutions to the user’s problem.,Email Reply Agent,18-08-2024 06:05
T-1202,A-1202,U-1202,Data Tracker,Rewrite the text in a creative writing style.,Grammar Correction Agent,04-11-2025 05:25
T-1203,A-1203,U-1203,AI Behavior Log,Generate alternative phrasing for the text.,Answer Explanation Agent,31-12-2024 00:26
T-1204,A-1204,U-1204,NeuralSense Template,Generate recommendations based on user behavior.,Policy Checking Agent,10-11-2022 08:32
T-1205,A-1205,U-1205,Machine Insight,Suggest improvements to the provided text.,Content Rewrite Agent,30-06-2019 12:13
T-1206,A-1206,U-1206,Logic Matrix,Identify if the user is asking a question or giving info.,Intent Classification Agent,28-03-2022 16:07
T-1207,A-1207,U-1207,AI Data Hub,Classify the message urgency level.,Meeting Notes Agent,11-02-2021 16:11
T-1208,A-1208,U-1208,Smart Sheet,Rewrite text to be more user-friendly.,Content Structuring Agent,15-05-2016 22:15
T-1209,A-1209,U-1209,Logic Board,Detect errors in the given text and fix them.,Content Structuring Agent,06-01-2017 10:33
T-1210,A-1210,U-1210,Machine Insight,Detect errors in the given text and fix them.,JSON Conversion Agent,06-12-2021 10:45
T-1211,A-1211,U-1211,AI Behavior Log,Format the content into bullet points.,Content Rewrite Agent,18-05-2017 17:49
T-1212,A-1212,U-1212,NeuralSense Template,"Convert long text into short, crisp lines.",Topic Classification Agent,30-07-2015 06:00
T-1213,A-1213,U-1213,AI Workflow,Detect errors in the given text and fix them.,Meeting Notes Agent,25-01-2016 01:32
T-1214,A-1214,U-1214,Model Matrix,Translate the content into easy English.,Document Summary Agent,04-01-2015 21:24
T-1215,A-1215,U-1215,Logic Board,Create a polite reply to the user's message.,Knowledge Base Update Agent,05-11-2024 16:16
T-1216,A-1216,U-1216,Prompt Engine,Generate a title based on the given content.,Email Reply Agent,09-03-2015 04:24
T-1217,A-1217,U-1217,Neural Engine,Generate action steps based on the user's goal.,Text Simplification Agent,30-12-2024 10:16
T-1218,A-1218,U-1218,Logic Flow,Generate a title based on the given content.,Text Simplification Agent,17-05-2024 23:47
T-1219,A-1219,U-1219,DataFlow Sheet,Create a step-by-step plan for this task.,Urgency Classification Agent,05-07-2014 20:34
T-1220,A-1220,U-1220,AI Summary Log,Rewrite the content with higher clarity.,Document Summary Agent,07-06-2021 20:03
T-1221,A-1221,U-1221,Prompt Matrix,Convert the notes into a structured list.,Email Reply Agent,03-04-2021 08:48
T-1222,A-1222,U-1222,Data Engine,Generate helpful suggestions for improvement.,Document Summary Agent,07-07-2014 12:36
T-1223,A-1223,U-1223,AI Command Log,Detect incomplete sentences and fix them.,Bullet Point Conversion Agent,02-05-2015 07:57
T-1224,A-1224,U-1224,Smart Model,Format the content into bullet points.,Report Generation Agent,26-09-2025 16:48
T-1225,A-1225,U-1225,Prompt Flow,Rewrite text to be more user-friendly.,Bullet Point Conversion Agent,02-07-2020 17:06
T-1226,A-1226,U-1226,AI Workflow,Rewrite the content with higher clarity.,Topic Classification Agent,12-05-2015 18:40
